doc_id,token,count
29,photo,1.0
29,stress,1.0
29,structur,1.0
29,thermal,1.0
29,thermoelast,1.0
29,transient,1.0
29,wing,1.0
30,buckl,1.0
30,panel,1.0
30,superson,1.0
30,thermal,1.0
30,wing,1.0
31,atmospher,1.0
31,descend,1.0
31,dynam,1.0
31,missil,1.0
31,motion,1.0
32,aerodynam,1.0
32,magneto,1.0
32,prospect,1.0
33,channel,1.0
33,constant,1.0
33,flow,1.0
33,gasdynam,1.0
33,magneto,1.0
33,temperatur,1.0
34,blunt,1.0
34,bodi,1.0
34,flow,1.0
34,hyperson,1.0
34,point,1.0
34,stagnat,1.0
35,around,1.0
35,blunt,1.0
35,bodi,1.0
35,flow,1.0
35,superson,1.0
36,condit,1.0
36,flow,1.0
36,heat,1.0
36,hyperson,1.0
36,investig,1.0
36,new,1.0
36,phenomenon,1.0
36,surfac,1.0
36,techniqu,1.0
36,transfer,1.0
37,distribut,1.0
37,mix,1.0
37,predict,1.0
37,pressur,1.0
37,subson,1.0
37,superson,1.0
38,airfoil,1.0
38,flow,1.0
38,past,1.0
38,sonic,1.0
38,stream,1.0
38,surfac,1.0
39,boundari,1.0
39,experi,1.0
39,layer,1.0
39,speed,1.0
39,superson,1.0
39,transit,1.0
40,experi,1.0
40,moder,1.0
40,speed,1.0
40,superson,1.0
40,transit,1.0
41,effect,1.0
41,engin,1.0
41,gyroscop,1.0
41,mode,1.0
41,propel,1.0
41,rigid,1.0
41,rotat,1.0
41,vibrat,1.0
41,wing,1.0
42,boundari,1.0
42,effect,1.0
42,layer,1.0
42,relat,1.0
42,rough,1.0
42,temperatur,1.0
42,transit,1.0
42,wall,1.0
43,blunt,1.0
43,cone,1.0
43,effect,1.0
43,pressur,1.0
43,tip,1.0
44,caviti,1.0
44,flow,2.0
44,heat,1.0
44,ii,1.0
44,investig,1.0
44,part,1.0
44,separ,1.0
44,transfer,1.0
45,certain,1.0
45,comment,1.0
45,invers,1.0
45,larg,1.0
45,matrix,1.0
46,aircraft,1.0
46,analysi,1.0
46,aspect,1.0
46,low,1.0
46,ratio,1.0
46,structur,1.0
47,angl,1.0
47,attack,1.0
47,circular,1.0
47,cone,1.0
47,flow,1.0
47,superson,1.0
47,surfac,1.0
48,arbitrari,1.0
48,boundari,1.0
48,compress,1.0
48,distribut,1.0
48,laminar,1.0
48,layer,1.0
48,profil,1.0
48,surfac,1.0
48,temperatur,2.0
48,veloc,1.0
49,boundari,1.0
49,compress,1.0
49,crocco,1.0
49,fluid,1.0
49,investig,1.0
49,laminar,1.0
49,layer,1.0
49,method,1.0
49,use,1.0
50,aerodynam,1.0
50,aircraft,1.0
50,extern,1.0
50,heat,1.0
50,load,1.0
50,model,1.0
50,structur,1.0
50,subject,1.0
50,theori,1.0
51,calcul,1.0
51,camber,1.0
51,comparison,1.0
51,deflect,1.0
51,experiment,1.0
51,flutter,1.0
51,high,1.0
51,includ,1.0
51,procedur,1.0
51,result,1.0
51,speed,1.0
51,superson,1.0
52,flow,1.0
52,number,1.0
52,reynold,1.0
52,separ,1.0
52,speed,1.0
52,superson,1.0
52,transit,1.0
53,axial,1.0
53,boundari,1.0
53,calcul,1.0
53,characterist,1.0
53,compress,1.0
53,gradient,1.0
53,heat,1.0
53,laminar,1.0
53,layer,1.0
53,method,1.0
53,pressur,1.0
53,transfer,1.0
53,zero,1.0
54,boundari,1.0
54,compress,1.0
54,gradient,1.0
54,heat,1.0
54,laminar,1.0
54,layer,1.0
54,pressur,1.0
54,properti,1.0
54,separ,1.0
54,stabil,1.0
54,transfer,1.0
55,analysi,1.0
55,angl,1.0
55,applic,1.0
55,attack,1.0
55,bodi,1.0
55,flow,1.0
55,hyperson,1.0
55,law,1.0
55,revolut,1.0
55,similar,1.0
55,studi,1.0
55,zero,1.0
56,angl,1.0
56,applic,1.0
56,attack,1.0
56,bodi,1.0
56,distribut,1.0
56,effect,1.0
56,hyperson,1.0
56,includ,1.0
56,pressur,1.0
56,revolut,1.0
56,rotat,1.0
56,rule,1.0
56,similar,1.0
56,zero,1.0
57,angl,2.0
57,attack,1.0
57,blunt,1.0
57,cone,1.0
57,half,1.0
57,mach,1.0
57,measur,1.0
57,number,1.0
57,pressur,1.0
57,sharp,1.0
58,boundari,1.0
58,exact,1.0
58,fluid,1.0
58,laminar,1.0
58,layer,1.0
58,porou,1.0
58,properti,1.0
58,solut,1.0
58,tabl,1.0
58,variabl,1.0
58,wall,1.0
59,configur,1.0
59,due,1.0
59,estim,1.0
59,forc,1.0
59,moment,1.0
59,roll,1.0
59,sever,1.0
59,slender,1.0
59,speed,1.0
59,superson,1.0
59,tail,1.0
60,conduct,1.0
60,electr,1.0
60,field,1.0
60,flat,1.0
60,flow,1.0
60,fluid,1.0
60,magnet,1.0
60,plate,1.0
60,presenc,1.0
60,transvers,1.0
61,boundari,1.0
61,compress,1.0
61,gradient,1.0
61,heat,1.0
61,laminar,1.0
61,layer,1.0
61,pressur,1.0
61,similar,1.0
61,solut,1.0
61,transfer,1.0
62,cone,1.0
62,flow,1.0
62,hyperson,1.0
62,slender,1.0
62,viscou,1.0
63,disturb,1.0
63,interact,1.0
63,obliqu,1.0
63,plane,1.0
63,shock,1.0
63,unsteadi,1.0
63,wave,1.0
64,convect,1.0
64,pattern,1.0
64,shock,1.0
64,vortic,1.0
64,wave,1.0
65,aerodynam,1.0
65,combin,1.0
65,conduct,1.0
65,effect,1.0
65,heat,1.0
65,joint,1.0
65,skin,1.0
65,stiffen,1.0
65,stress,1.0
65,temperatur,1.0
65,thermal,1.0
66,ascend,1.0
66,atmospher,1.0
66,descend,1.0
66,dynam,1.0
66,path,1.0
66,stabil,1.0
66,travers,1.0
66,vehicl,1.0
67,air,1.0
67,approxim,1.0
67,aspect,1.0
67,helium,1.0
67,hyperson,1.0
67,simul,1.0
68,angl,1.0
68,attack,1.0
68,envelop,1.0
68,larg,1.0
68,predict,1.0
68,shock,1.0
68,two,1.0
68,type,1.0
68,vehicl,1.0
69,airfoil,1.0
69,associ,1.0
69,chang,1.0
69,drag,1.0
69,flow,1.0
69,rise,1.0
69,section,1.0
69,speed,1.0
69,studi,1.0
69,supercrit,1.0
70,advanc,1.0
70,behind,1.0
70,boundari,1.0
70,fluid,1.0
70,laminar,1.0
70,layer,1.0
70,shock,1.0
70,stationari,1.0
71,behind,1.0
71,boundari,1.0
71,expans,1.0
71,fluid,1.0
71,layer,1.0
71,move,1.0
71,shock,1.0
71,stationari,1.0
71,thin,1.0
71,wave,1.0
72,boundari,1.0
72,compress,1.0
72,fluid,1.0
72,investig,1.0
72,laminar,1.0
72,layer,1.0
72,stabil,1.0
73,coundari,1.0
73,experiment,1.0
73,layer,1.0
73,shock,1.0
73,studi,1.0
73,tube,1.0
73,turbulen,1.0
73,wall,1.0
74,acoust,1.0
74,due,1.0
74,failur,1.0
74,load,1.0
74,structur,1.0
74,studi,1.0
75,boundari,1.0
75,flight,1.0
75,fluctuat,1.0
75,layer,1.0
75,measur,1.0
75,pressur,1.0
75,turbul,1.0
75,wall,1.0
76,analysi,1.0
76,compar,1.0
76,hyperveloc,1.0
76,long,1.0
76,perform,1.0
76,rang,1.0
76,vehicl,1.0
77,aircraft,1.0
77,analyt,1.0
77,instabl,1.0
77,precess,1.0
77,propel,1.0
77,treatment,1.0
78,boundari,1.0
78,cool,1.0
78,effect,1.0
78,extrem,1.0
78,layer,1.0
78,surfac,1.0
78,transit,1.0
79,boundari,1.0
79,cool,1.0
79,dimension,1.0
79,distribut,1.0
79,effect,1.0
79,later,1.0
79,layer,1.0
79,rough,1.0
79,speed,1.0
79,spread,1.0
79,superson,1.0
79,surfac,1.0
79,three,1.0
79,transit,1.0
79,turbul,1.0
80,compress,1.0
80,disk,1.0
80,flow,1.0
80,heat,1.0
80,isotherm,1.0
80,laminar,1.0
80,rotat,1.0
80,transfer,1.0
81,ablat,1.0
81,enter,1.0
81,glass,1.0
81,heat,1.0
81,investig,1.0
81,irbm,1.0
81,materi,1.0
81,point,1.0
81,properti,1.0
81,protect,1.0
81,shield,1.0
81,stagnat,1.0
81,theoret,1.0
81,type,1.0
81,vari,1.0
82,discuss,1.0
82,event,1.0
82,flight,1.0
82,man,1.0
82,proton,1.0
82,solar,1.0
82,space,1.0
83,downstream,1.0
83,experiment,1.0
83,influenc,1.0
83,investig,1.0
83,mass,1.0
83,point,1.0
83,stagnat,1.0
83,transfer,1.0
84,atmospher,1.0
84,axisymmetr,1.0
84,blunt,1.0
84,bodi,1.0
84,fli,1.0
84,hyperson,1.0
84,trail,1.0
85,flow,1.0
85,ground,1.0
85,incompress,1.0
85,inviscid,1.0
85,jet,1.0
85,peripher,1.0
85,proxim,1.0
85,static,1.0
85,theori,1.0
86,convect,1.0
86,flat,1.0
86,flow,1.0
86,free,1.0
86,magnetohydrodynam,1.0
86,past,1.0
86,plate,1.0
86,porou,1.0
87,convect,1.0
87,flow,1.0
87,free,1.0
87,magnetohydrodynam,1.0
87,pipe,1.0
88,field,1.0
88,flow,1.0
88,investig,1.0
88,part,1.0
88,pressur,1.0
88,separ,1.0
89,composit,1.0
89,distribut,1.0
89,layer,1.0
89,period,1.0
89,slab,1.0
89,temperatur,1.0
89,two,1.0
90,composit,1.0
90,distribut,1.0
90,layer,1.0
90,period,1.0
90,slab,1.0
90,temperatur,1.0
90,two,1.0
91,analysi,1.0
91,comput,1.0
91,digit,1.0
91,high,1.0
91,redund,1.0
91,speed,1.0
91,structur,1.0
91,use,1.0
92,blunt,1.0
92,bodi,1.0
92,extens,1.0
92,problem,1.0
92,review,1.0
92,superson,1.0
93,axial,1.0
93,boundari,1.0
93,compress,1.0
93,curvatur,1.0
93,effect,1.0
93,flow,1.0
93,laminar,1.0
93,layer,1.0
93,symmetr,1.0
93,transvers,1.0
94,distribut,1.0
94,model,1.0
94,stress,1.0
94,superson,1.0
94,temperatur,1.0
94,thermal,1.0
94,wing,1.0
95,data,1.0
95,effect,1.0
95,flow,1.0
95,laminar,1.0
95,publish,1.0
95,review,1.0
95,rough,1.0
95,transit,1.0
95,turbul,1.0
96,dissip,1.0
96,flow,1.0
96,interact,1.0
96,isentrop,1.0
96,mix,1.0
96,nearli,1.0
96,stream,1.0
96,theori,1.0
97,flow,1.0
97,heat,1.0
97,laminar,1.0
97,plate,1.0
97,rotat,1.0
97,transfer,1.0
98,fundament,1.0
98,statist,1.0
98,theori,1.0
98,turbul,1.0
99,aircraft,1.0
99,isol,1.0
99,plant,1.0
99,power,1.0
99,vibrat,1.0
100,blunt,1.0
100,bodi,1.0
100,flight,1.0
100,heat,1.0
100,hyperson,1.0
100,laminar,1.0
100,nose,1.0
100,speed,1.0
100,transfer,1.0
101,advantag,1.0
101,limit,1.0
101,model,1.0
102,chemic,1.0
102,diffus,1.0
102,flame,1.0
102,jet,1.0
102,mix,1.0
102,oppos,1.0
102,reaction,1.0
102,theori,1.0
103,boundari,1.0
103,conduct,1.0
103,convect,1.0
103,electr,1.0
103,equat,1.0
103,fluid,1.0
103,free,1.0
103,layer,1.0
103,similar,1.0
103,solut,1.0
104,asymptot,1.0
104,axial,1.0
104,boundari,1.0
104,circular,1.0
104,cylind,1.0
104,flow,1.0
104,incompress,1.0
104,layer,1.0
105,bodi,1.0
105,flow,1.0
105,past,1.0
105,potenti,1.0
105,revolut,1.0
105,transvers,1.0
106,mix,1.0
106,parallel,1.0
106,stream,1.0
106,two,1.0
107,confluent,1.0
107,function,1.0
107,hypergeometr,1.0
107,properti,1.0
108,flow,1.0
108,product,1.0
108,shear,1.0
108,tunnel,1.0
108,uniform,1.0
108,wind,1.0
109,dissoci,1.0
109,dynam,1.0
109,ga,1.0
110,automat,1.0
110,boundari,1.0
110,comput,1.0
110,equat,1.0
110,laminar,1.0
110,layer,1.0
110,mean,1.0
110,method,1.0
110,solut,1.0
111,conduct,1.0
111,field,1.0
111,fluid,1.0
111,magnet,1.0
111,motion,1.0
111,pipe,1.0
111,steadi,1.0
111,transvers,1.0
112,acoust,1.0
112,airflow,1.0
112,detect,1.0
112,signal,1.0
112,turbul,1.0
113,convect,1.0
113,decay,1.0
113,field,1.0
113,plate,1.0
113,pressur,1.0
113,randon,1.0
113,respons,1.0
114,lubric,1.0
114,turbul,1.0
115,cylind,1.0
115,ellipt,1.0
115,flow,1.0
115,hyperbol,1.0
115,profil,1.0
115,shear,1.0
115,veloc,1.0
116,liquid,1.0
116,motion,1.0
116,paraboloid,1.0
116,past,1.0
116,viscou,1.0
117,axial,1.0
117,compress,1.0
117,flow,1.0
117,fluid,1.0
117,nozzl,1.0
117,symmetr,1.0
117,transon,1.0
118,conduct,1.0
118,consist,1.0
118,flow,1.0
118,fluctuat,1.0
118,heat,1.0
118,layer,1.0
118,mani,1.0
118,wall,1.0
119,analog,1.0
119,convect,1.0
119,heat,1.0
119,mean,1.0
119,measur,1.0
119,reynold,1.0
119,transfer,1.0
120,base,1.0
120,flow,1.0
120,pressur,1.0
120,superson,1.0
120,theori,1.0
120,transon,1.0
121,approxim,1.0
121,arbitrari,1.0
121,around,1.0
121,bodi,1.0
121,calcul,1.0
121,conic,1.0
121,flow,1.0
121,hyperson,1.0
121,method,1.0
121,pressur,1.0
121,shape,1.0
121,simplifi,1.0
121,superson,1.0
122,cone,1.0
122,downstream,1.0
122,influenc,1.0
122,mass,1.0
122,nose,1.0
122,slender,1.0
122,transfer,1.0
123,bodi,1.0
123,drag,1.0
123,pressur,1.0
123,revolut,1.0
123,summari,1.0
123,superson,1.0
124,boundari,1.0
124,compress,1.0
124,cone,1.0
124,foreign,1.0
124,friction,1.0
124,ga,1.0
124,inject,1.0
124,layer,1.0
124,measur,1.0
124,skin,1.0
124,turbul,1.0
125,base,1.0
125,dimension,1.0
125,investig,1.0
125,pressur,1.0
125,superson,1.0
125,two,1.0
126,axial,1.0
126,nozzl,1.0
126,superson,1.0
126,symmetr,1.0
127,behaviour,1.0
127,boundari,1.0
127,effect,1.0
127,free,1.0
127,layer,1.0
127,stream,1.0
127,viscou,1.0
127,vortic,1.0
128,air,1.0
128,investig,1.0
128,jet,1.0
128,nois,1.0
128,produc,1.0
128,subson,1.0
129,behaviour,1.0
129,linear,1.0
129,non,1.0
129,system,1.0
130,compress,1.0
130,dimension,1.0
130,fluid,1.0
130,jet,1.0
130,mix,1.0
130,two,1.0
131,amplitud,1.0
131,effect,1.0
131,finit,1.0
131,mechan,1.0
131,sound,1.0
131,survey,1.0
131,viscos,1.0
131,wave,1.0
132,boundari,1.0
132,curvatur,1.0
132,effect,1.0
132,flow,1.0
132,laminar,1.0
132,layer,1.0
132,surfac,1.0
133,boundari,1.0
133,flow,1.0
133,interact,1.0
133,inviscid,1.0
133,layer,1.0
133,note,1.0
134,calcul,1.0
134,compress,1.0
134,flow,1.0
134,heat,1.0
134,measur,1.0
134,shear,1.0
134,stress,1.0
134,transfer,1.0
134,wall,1.0
135,configur,1.0
135,develop,1.0
135,nozzl,1.0
135,recent,1.0
135,rocket,1.0
136,aerodynam,1.0
136,gener,1.0
136,mean,1.0
136,sound,1.0
137,axial,1.0
137,compressor,1.0
137,wake,1.0
138,effect,1.0
138,low,1.0
138,pitot,1.0
138,speed,1.0
138,tube,1.0
138,viscou,1.0
139,determin,1.0
139,friction,1.0
139,mean,1.0
139,pitot,1.0
139,skin,1.0
139,tube,1.0
139,turbul,1.0
140,aerodynam,1.0
140,flight,1.0
140,free,1.0
140,high,1.0
140,research,1.0
140,speed,1.0
140,techniqu,1.0
141,aerodynam,1.0
141,heat,1.0
141,problem,1.0
142,interplanetari,1.0
142,orbit,1.0
143,composit,1.0
143,flow,1.0
143,heat,1.0
143,slab,1.0
144,boundari,1.0
144,compress,1.0
144,flow,1.0
144,friction,1.0
144,laminar,1.0
144,layer,1.0
144,skin,1.0
145,bodi,1.0
145,discontinu,1.0
145,flow,1.0
145,past,1.0
145,profil,1.0
145,slender,1.0
145,slope,1.0
145,superson,1.0
146,cross,1.0
146,flow,1.0
146,lift,1.0
146,past,1.0
146,point,1.0
146,section,1.0
146,similar,1.0
146,slender,1.0
146,superson,1.0
146,wing,1.0
146,zero,1.0
147,displac,1.0
147,thick,1.0
148,circular,1.0
148,cylind,1.0
148,expans,1.0
148,flow,1.0
148,number,1.0
148,past,1.0
148,reynold,1.0
148,small,1.0
148,sphere,1.0
149,boundari,1.0
149,equat,1.0
149,integr,1.0
149,layer,1.0
150,gener,1.0
150,isotrop,1.0
150,nois,1.0
150,turbul,1.0
151,compress,1.0
151,flow,1.0
151,fluid,1.0
151,obstacl,1.0
151,past,1.0
152,fluid,1.0
152,incompress,1.0
152,motion,1.0
152,particular,1.0
152,principl,1.0
152,refer,1.0
152,steadi,1.0
152,variat,1.0
152,viscou,1.0
153,behind,1.0
153,bodi,1.0
153,distribut,1.0
153,heat,1.0
153,revolut,1.0
153,temperatur,1.0
153,turbul,1.0
153,veloc,1.0
153,wake,1.0
154,boundari,1.0
154,equat,1.0
154,laminar,1.0
154,layer,1.0
154,solut,1.0
155,effect,1.0
155,resist,1.0
155,shallow,1.0
155,water,1.0
155,wave,1.0
156,flow,1.0
156,hodograph,1.0
156,transform,1.0
156,transon,1.0
157,chart,1.0
157,constant,1.0
157,heat,1.0
157,induct,1.0
157,temperatur,2.0
158,flow,1.0
158,heat,1.0
158,method,1.0
158,numer,1.0
158,transient,1.0
159,analyt,1.0
159,approxim,1.0
159,bodi,1.0
159,flow,1.0
159,hyperson,1.0
159,law,1.0
159,past,1.0
159,power,1.0
159,slender,1.0
159,solut,1.0
160,blunt,1.0
160,bodi,1.0
160,famili,1.0
160,flow,1.0
160,past,1.0
160,superson,1.0
160,symmetr,1.0
161,circular,1.0
161,descend,1.0
161,nearli,1.0
161,satellit,1.0
161,trajectori,1.0
161,transfer,1.0
162,analysi,1.0
162,atmospher,1.0
162,corridor,1.0
162,entri,1.0
162,guidanc,1.0
162,planetari,1.0
162,requir,1.0
162,supercircular,1.0
163,analyt,1.0
163,approxim,1.0
163,atmospher,1.0
163,entri,1.0
163,method,1.0
163,planetari,1.0
163,studi,1.0
164,flow,1.0
164,friction,1.0
164,incompress,1.0
164,measur,1.0
164,skin,1.0
165,chemic,1.0
165,flow,1.0
165,ga,1.0
165,mixtur,1.0
165,react,1.0
166,dissoci,1.0
166,flow,1.0
166,ga,1.0
166,linear,1.0
167,conduct,1.0
167,ga,1.0
167,heat,1.0
167,inert,1.0
167,intern,1.0
167,model,1.0
167,one,1.0
168,cold,1.0
168,contact,1.0
168,ga,1.0
168,hot,1.0
168,solid,1.0
168,sudden,1.0
169,boundari,1.0
169,interact,1.0
169,layer,1.0
169,reflect,1.0
169,shock,2.0
169,tube,1.0
169,wave,1.0
170,densiti,1.0
170,ga,1.0
170,low,1.0
170,phenomenon,1.0
170,relax,1.0
170,shock,1.0
170,structur,1.0
170,studi,1.0
170,tunnel,1.0
170,wave,1.0
170,wind,1.0
171,aerodynam,1.0
171,afterbodi,1.0
171,combin,1.0
171,consider,1.0
171,nozzl,1.0
172,afterbodi,1.0
172,base,1.0
172,central,1.0
172,cylindr,1.0
172,effect,1.0
172,jet,1.0
172,pressur,1.0
172,stream,1.0
172,superson,1.0
173,angl,1.0
173,annulu,1.0
173,base,1.0
173,bodi,1.0
173,diverg,1.0
173,effect,1.0
173,investig,1.0
173,jet,1.0
173,mach,1.0
173,nozzl,1.0
173,number,1.0
173,pressur,1.0
173,revolut,1.0
173,speed,1.0
173,superson,1.0
173,upon,1.0
174,airstream,1.0
174,experi,1.0
174,static,1.0
174,superson,1.0
174,tube,1.0
175,base,1.0
175,jet,1.0
175,presenc,1.0
175,pressur,1.0
175,speed,1.0
175,subson,1.0
175,superson,1.0
176,axial,1.0
176,free,1.0
176,jet,1.0
176,mach,1.0
176,mix,1.0
176,number,1.0
176,symmetr,1.0
177,carbon,1.0
177,dioxid,1.0
177,dispers,1.0
177,full,1.0
177,shock,1.0
177,wave,1.0
178,analysi,1.0
178,base,1.0
178,comparison,1.0
178,experi,1.0
178,pressur,1.0
178,speed,1.0
178,superson,1.0
179,boundari,1.0
179,flat,1.0
179,flow,1.0
179,layer,1.0
179,plate,1.0
179,presenc,1.0
179,shear,1.0
180,bodi,1.0
180,conduct,1.0
180,heat,1.0
180,problem,1.0
180,stratiform,1.0
181,effect,1.0
181,flow,1.0
181,rough,1.0
181,superson,1.0
181,transit,1.0
182,flow,1.0
182,free,1.0
182,impact,1.0
182,molecul,1.0
182,pressur,1.0
182,probe,1.0
182,properti,1.0
183,aeroelast,1.0
183,model,1.0
183,research,1.0
183,scale,1.0
183,thermo,1.0
184,aerodynam,1.0
184,ga,1.0
184,mixtur,1.0
184,possibl,1.0
184,research,1.0
184,use,1.0
185,base,1.0
185,flow,1.0
185,pressur,1.0
185,superson,1.0
186,effect,1.0
186,emphasi,1.0
186,flow,1.0
186,investig,1.0
186,separ,1.0
186,stream,1.0
186,subson,1.0
186,superson,1.0
186,transit,1.0
187,analysi,1.0
187,base,1.0
187,comparison,1.0
187,experi,1.0
187,pressur,1.0
187,superson,1.0
187,veloc,1.0
188,base,1.0
188,blunt,1.0
188,edg,1.0
188,experiment,1.0
188,investig,1.0
188,pressur,1.0
188,superson,1.0
188,trail,1.0
188,veloc,1.0
188,wing,1.0
189,magnetohydrodynam,1.0
189,shock,1.0
189,wave,1.0
190,core,1.0
190,edg,1.0
190,lead,1.0
190,theori,1.0
190,vortex,1.0
191,bodi,1.0
191,flow,1.0
191,hyperson,1.0
191,past,1.0
191,revolut,1.0
191,slender,1.0
191,viscou,1.0
192,air,1.0
192,flow,1.0
192,foil,1.0
192,high,1.0
192,inviscid,1.0
192,speed,1.0
192,studi,1.0
192,superson,1.0
193,airfoil,1.0
193,arbitrari,1.0
193,distribut,1.0
193,gener,1.0
193,pressur,1.0
193,section,1.0
193,shape,1.0
193,theori,1.0
194,correl,1.0
194,ideal,1.0
194,photo,1.0
194,result,1.0
194,stress,1.0
194,structur,1.0
194,theoret,1.0
194,thermal,1.0
194,thermoelast,1.0
194,wing,1.0
195,axial,1.0
195,bodi,1.0
195,distribut,1.0
195,flow,1.0
195,obliqu,1.0
195,pressur,1.0
195,symmetr,1.0
196,bodi,1.0
196,determin,1.0
196,distribut,1.0
196,effect,1.0
196,includ,1.0
196,number,1.0
196,pressur,1.0
196,rang,1.0
196,revolut,1.0
196,reynold,1.0
196,speed,1.0
196,three,1.0
196,transon,1.0
197,cowl,1.0
197,group,1.0
197,investig,1.0
197,naca,1.0
197,seri,1.0
197,spinner,1.0
197,systemat,1.0
197,without,1.0
198,aileron,1.0
198,deriv,1.0
198,dimension,1.0
198,measur,1.0
198,system,1.0
198,tab,1.0
198,two,1.0
198,wing,1.0
199,airstream,1.0
199,calcul,1.0
199,crop,1.0
199,delta,1.0
199,deriv,1.0
199,edg,1.0
199,lead,1.0
199,oscil,1.0
199,subson,1.0
199,superson,1.0
199,wing,1.0
200,airfoil,1.0
200,effect,1.0
200,flow,1.0
200,includ,1.0
200,nonlinear,1.0
200,oscil,1.0
200,past,1.0
200,superson,1.0
200,thick,1.0
201,aircraft,1.0
201,flutter,1.0
202,aerofoil,1.0
202,calcul,1.0
202,deriv,1.0
202,distribut,1.0
202,forc,1.0
202,high,1.0
202,seri,1.0
202,speed,1.0
202,veloc,1.0
203,airfoil,1.0
203,applic,1.0
203,characterist,1.0
203,data,1.0
203,estim,1.0
203,high,1.0
203,section,1.0
203,speed,1.0
203,studi,1.0
203,subson,1.0
203,swept,1.0
203,wing,1.0
204,aerodynam,1.0
204,airfoil,1.0
204,correl,1.0
204,data,1.0
204,load,1.0
204,mach,1.0
204,measur,1.0
204,number,1.0
204,section,1.0
204,subson,1.0
204,sweptback,1.0
204,wing,1.0
205,applic,1.0
205,calcul,1.0
205,compress,1.0
205,dimension,1.0
205,flow,1.0
205,method,1.0
